term	term_id	variable	odds_ratio	overlap	p.value	adj.p.value	log10pvalue	genes
Mitotic G1 phase and G1/S transition R-HSA-453279	R-HSA-453279	Ballooning	4.05864595139149	7/149	0.00259143634186823	0.0338801578882674	1.47005457443804	MYBL2;TFDP1;MYC;MAX;E2F6;E2F4;E2F1
MyD88 cascade initiated on plasma membrane R-HSA-975871	R-HSA-975871	Ballooning	9.84133214721756	10/96	2.96220432254441e-07	2.12478115460348e-05	4.67268579419838	NFKB1;MEF2C;JUN;FOS;CREB1;TP53;ATF2;MEF2A;NFKB2;RELA
MyD88 dependent cascade initiated on endosome R-HSA-975155	R-HSA-975155	Ballooning	9.19348308314084	10/102	5.250023321255e-07	3.24036323130483e-05	4.48940630445095	NFKB1;MEF2C;JUN;FOS;CREB1;TP53;ATF2;MEF2A;NFKB2;RELA
MyD88-independent TLR4 cascade  R-HSA-166166	R-HSA-166166	Ballooning	9.56270906488658	11/109	1.0264295272617e-07	9.08047988450851e-06	5.04189119931076	IRF3;NFKB1;MEF2C;JUN;FOS;CREB1;TP53;ATF2;MEF2A;NFKB2;RELA
MyD88:MAL(TIRAP) cascade initiated on plasma membrane R-HSA-166058	R-HSA-166058	Ballooning	8.28568426288225	10/112	1.25497563595593e-06	6.53079478005302e-05	4.18503396304538	NFKB1;MEF2C;JUN;FOS;CREB1;TP53;ATF2;MEF2A;NFKB2;RELA
Myogenesis R-HSA-525793	R-HSA-525793	Ballooning	44.7717437763504	10/29	1.06850479449492e-12	2.83581172458952e-10	9.54732260624148	MYOD1;MYF5;TCF4;CTNNB1;MEF2A;MYOG;TCF3;MEF2C;MYF6;MEF2D
NFE2L2 regulating ER-stress associated genes R-HSA-9818035	R-HSA-9818035	Ballooning	53.4311335730777	2/5	0.0015042879720209	0.021464410095395	1.66828104269981	ATF4;NFE2L2
NFE2L2 regulating tumorigenic genes R-HSA-9818030	R-HSA-9818030	Ballooning	30.2801940469683	3/11	0.000290425332844368	0.0056675649512423	2.24660349408552	NOTCH1;SP1;NFE2L2
NGF-stimulated transcription R-HSA-9031628	R-HSA-9031628	Ballooning	18.173539325421	7/39	4.42500264907756e-07	3.01127103350047e-05	4.52125015346889	ATF2;ID2;EGR1;FOS;SRF;MEF2D;CREB1
NOTCH1 Intracellular Domain Regulates Transcription R-HSA-2122947	R-HSA-2122947	Ballooning	9.51321498090957	5/48	0.000311346528794302	0.00603148676948962	2.21957562049729	NOTCH1;MYC;HIF1A;RBPJ;KAT2A
NOTCH3 Intracellular Domain Regulates Transcription R-HSA-9013508	R-HSA-9013508	Ballooning	20.492109077538	5/25	1.2158257971847e-05	0.000375209496014906	3.42572617878261	IKZF1;NOTCH1;STAT1;RBPJ;KAT2A
NOTCH4 Intracellular Domain Regulates Transcription R-HSA-9013695	R-HSA-9013695	Ballooning	20.3286011514737	4/20	9.58307142758083e-05	0.00229130374493689	2.63991733507685	NOTCH1;RBPJ;SMAD3;KAT2A
NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis  R-HSA-9632974	R-HSA-9632974	Ballooning	53.4311335730777	2/5	0.0015042879720209	0.021464410095395	1.66828104269981	NR1H3;RXRA
NR1H2 & NR1H3 regulate gene expression linked to lipogenesis R-HSA-9029558	R-HSA-9029558	Ballooning	65.019999376398	4/9	2.77286204737042e-06	0.000102210776023904	3.99050331436758	NR1H3;NR1H2;SREBF1;RXRA
NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose R-HSA-9031528	R-HSA-9031528	Ballooning	120.796773585012	3/5	1.85968101363722e-05	0.000530708968837977	3.27514357284936	NR1H3;NR1H2;RXRA
NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis R-HSA-9623433	R-HSA-9623433	Ballooning	40.377458089828	3/9	0.000150585667516453	0.00324922245194038	2.48822055447742	NR1H3;NR1H2;RXRA
NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake  R-HSA-9031525	R-HSA-9031525	Ballooning	120.796773585012	3/5	1.85968101363722e-05	0.000530708968837977	3.27514357284936	NR1H3;NR1H2;RXRA
NR1H2 and NR1H3-mediated signaling R-HSA-9024446	R-HSA-9024446	Ballooning	7.5561004682867	4/47	0.00271977025218972	0.0352110743868854	1.45332072320652	NR1H3;RXRA;NR1H2;SREBF1
Nuclear Events (kinase and transcription factor activation) R-HSA-198725	R-HSA-198725	Ballooning	14.5790509402332	9/61	5.60043607941871e-08	5.71675282876048e-06	5.24285058466625	ATF2;ID2;MEF2A;EGR1;FOS;SRF;MEF2C;MEF2D;CREB1
Nuclear Receptor transcription pathway R-HSA-383280	R-HSA-383280	Ballooning	38.4806233649782	16/53	1.41288765935832e-18	6.24967307989497e-16	15.2041426999857	RARA;NR1H3;THRB;PPARD;NR3C1;RXRA;VDR;NR1H2;AR;NR2C2;PGR;HNF4A;NR1I2;ESR1;PPARG;NR5A2
Nuclear events mediated by NFE2L2 R-HSA-9759194	R-HSA-9759194	Ballooning	6.50563320015813	7/96	0.000190022105821861	0.00390944704535829	2.40788466514428	NFKB1;MYC;SP1;NOTCH1;ATF4;NFE2L2;RELA
Nuclear events stimulated by ALK signaling in cancer R-HSA-9725371	R-HSA-9725371	Ballooning	17.066554068394	6/35	4.05404481587928e-06	0.000139732921316151	3.85470126130496	STAT5A;STAT3;IRF4;NOTCH1;FOXM1;CEBPB
Oncogene Induced Senescence R-HSA-2559585	R-HSA-2559585	Ballooning	13.6419624119674	5/35	6.72101594193678e-05	0.00163647489081653	2.78609065388392	TFDP1;E2F1;ETS1;SP1;TP53
PERK regulates gene expression R-HSA-381042	R-HSA-381042	Ballooning	15.1693923577071	5/32	4.29622543418102e-05	0.00110700799051616	2.95584924432042	NFYA;ATF4;NFYB;ATF3;CEBPB
PIP3 activates AKT signaling R-HSA-1257604	R-HSA-1257604	Ballooning	4.34988457758483	13/268	2.92215734003852e-05	0.000799526348501261	3.09716721944727	EGR1;SNAI2;RCOR1;SUZ12;SALL4;JUN;ESR1;PPARG;CREB1;TP53;ATF2;SNAI1;PML
PKR-mediated signaling R-HSA-9833482	R-HSA-9833482	Ballooning	5.74836810461396	5/76	0.00254350027713049	0.0334180679975461	1.47601866163169	STAT3;TP53;STAT1;ILF2;ILF3
POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation R-HSA-2892247	R-HSA-2892247	Ballooning	24.2421914340558	3/13	0.000494278455554848	0.00898503439070251	2.04648025626633	SALL4;SOX2;STAT3
PPARA activates gene expression R-HSA-1989781	R-HSA-1989781	Ballooning	8.92161527176064	11/116	1.95246639468731e-07	1.57025630651519e-05	4.80402945369256	NRF1;NFYB;SREBF1;RXRA;NR1H2;SP1;SREBF2;PPARG;NR1H3;NFYA;MTF1
PTEN Regulation R-HSA-6807070	R-HSA-6807070	Ballooning	7.30325566880987	11/139	1.21618311212001e-06	6.53079478005302e-05	4.18503396304538	EGR1;SNAI2;RCOR1;SUZ12;SALL4;JUN;PPARG;TP53;ATF2;SNAI1;PML
PTK6 Expression R-HSA-8849473	R-HSA-8849473	Ballooning	53.4311335730777	2/5	0.0015042879720209	0.021464410095395	1.66828104269981	NR3C1;HIF1A
Post-translational protein modification R-HSA-597592	R-HSA-597592	Ballooning	2.06770556827909	33/1473	0.000483624932152931	0.00891347618009638	2.0499528917641	PML;NR1I2;SMAD4;THRB;RAD21;RXRA;MYC;NFE2L2;NFKB2;RELA;TRIM28;AR;SATB1;NR5A2;NR3C1;NR1H2;RARA;BRCA1;TFAP2A;SP3;PPARG;KAT2A;YY1;SIN3A;PGR;VDR;TP53;HIF1A;SMAD3;NR1H3;ESR1;SUZ12;SMAD2
Pre-NOTCH Expression and Processing R-HSA-1912422	R-HSA-1912422	Ballooning	5.99480980024267	8/119	0.000116628752655067	0.00265941193612251	2.57521438635084	KAT2A;TFDP1;RBPJ;JUN;NOTCH1;RUNX1;TP53;E2F1
Pre-NOTCH Transcription and Translation R-HSA-1912408	R-HSA-1912408	Ballooning	7.01277769747214	8/103	4.17829089370202e-05	0.00108717490508678	2.96370058084153	KAT2A;TFDP1;RBPJ;JUN;NOTCH1;RUNX1;TP53;E2F1
Programmed Cell Death R-HSA-5357801	R-HSA-5357801	Ballooning	3.70423590216312	9/211	0.00128443198340132	0.0198190842089948	1.70291641706411	TFDP1;STAT3;CTNNB1;IRF1;SATB1;TP63;TP53;IRF2;E2F1
Purinergic signaling in leishmaniasis infection R-HSA-9660826	R-HSA-9660826	Ballooning	10.53333488639	3/26	0.00399169408715788	0.0485349760607237	1.31394518025019	NFKB1;NFKB2;RELA
Pyroptosis R-HSA-5620971	R-HSA-5620971	Ballooning	14.1496067623861	4/27	0.000324405062487879	0.00623892054958573	2.2048905449188	IRF2;IRF1;TP63;TP53
RIP-mediated NFkB activation via ZBP1 R-HSA-1810476	R-HSA-1810476	Ballooning	17.3118209885497	3/17	0.0011330566741016	0.0176890141945038	1.7522963695672	NFKB1;RELA;NFKB2
RNA Polymerase II Transcription R-HSA-73857	R-HSA-73857	Ballooning	8.57811106047379	75/1390	3.01086044908842e-32	3.99541181594033e-29	28.3984384503493	STAT1;MEF2C;CEBPB;RUNX1;CREB1;PML;MYBL2;NR1I2;SMAD4;TCF3;JUN;THRB;NR2C2;SREBF1;RXRA;MYC;SP1;RUNX2;SRF;TFDP1;NFATC2;RELA;TEAD4;TRIM28;GATA2;ATF2;AR;NR5A2;NR3C1;NELFE;SSRP1;PRDM1;NFE2;HNF4A;NR1H2;GLI2;NOTCH1;FOS;ELF2;ELF1;NFKB1;TCF7L2;PITX2;RARA;BRCA1;TFAP2A;PPARD;PPARG;E2F6;KAT2A;CTNNB1;YY1;TP63;BCL6;SIN3A;PGR;KLF4;VDR;TP53;NFYA;E2F1;TFAP2D;NFYB;SMAD3;MAX;NR1H3;SPI1;SOX2;ESR1;RBPJ;SUZ12;TAF7;SMAD2;E2F4;TAF1
RUNX1 regulates estrogen receptor mediated transcription R-HSA-8931987	R-HSA-8931987	Ballooning	40.0925156982212	2/6	0.00223800508545024	0.0296983274839247	1.52726800808869	ESR1;RUNX1
RUNX1 regulates transcription of genes involved in BCR signaling R-HSA-8939245	R-HSA-8939245	Ballooning	80.6118658115061	3/6	3.68537451622017e-05	0.00098797817838872	3.005252647629	ELF1;RUNX1;ELF2
RUNX1 regulates transcription of genes involved in WNT signaling R-HSA-8939256	R-HSA-8939256	Ballooning	40.0925156982212	2/6	0.00223800508545024	0.0296983274839247	1.52726800808869	ESR1;RUNX1
RUNX1 regulates transcription of genes involved in differentiation of myeloid cells R-HSA-8939246	R-HSA-8939246	Ballooning	32.0701904702712	2/7	0.0031076451073626	0.0394626321289012	1.40381395099123	RUNX1;RUNX2
RUNX1 regulates transcription of genes involved in interleukin signaling R-HSA-8939247	R-HSA-8939247	Ballooning	53.4311335730777	2/5	0.0015042879720209	0.021464410095395	1.66828104269981	ELF1;RUNX1
RUNX2 regulates bone development R-HSA-8941326	R-HSA-8941326	Ballooning	12.0480226190823	4/31	0.000559591550976505	0.0100348376776462	1.99848964821613	SMAD4;AR;RUNX2;GLI2
RUNX2 regulates chondrocyte maturation R-HSA-8941284	R-HSA-8941284	Ballooning	53.4311335730777	2/5	0.0015042879720209	0.021464410095395	1.66828104269981	GLI2;RUNX2
RUNX2 regulates genes involved in differentiation of myeloid cells R-HSA-8941333	R-HSA-8941333	Ballooning	80.0430974172971	2/4	0.000910011507267089	0.014816997179674	1.82923980178412	RUNX1;RUNX2
RUNX3 regulates BCL2L11 (BIM) transcription R-HSA-8952158	R-HSA-8952158	Ballooning	53.4311335730777	2/5	0.0015042879720209	0.021464410095395	1.66828104269981	SMAD4;SMAD3
RUNX3 regulates CDKN1A transcription R-HSA-8941855	R-HSA-8941855	Ballooning	60.6377097293977	3/7	6.39050306693483e-05	0.00157040695737454	2.80398778934878	SMAD4;SMAD3;TP53
RUNX3 regulates NOTCH signaling R-HSA-8941856	R-HSA-8941856	Ballooning	22.0265504686793	3/14	0.000623358564615672	0.0108841686216447	1.96320473858628	RBPJ;NOTCH1;KAT2A
RUNX3 regulates WNT signaling R-HSA-8951430	R-HSA-8951430	Ballooning	48.4109238746268	3/8	0.000101314732360092	0.00235867806740074	2.62733133130281	CTNNB1;MYC;TCF7L2
Regulation of CDH11 Expression and Function R-HSA-9759475	R-HSA-9759475	Ballooning	13.011920057782	4/29	0.000430631521197565	0.00799228012068767	2.09732930296814	CTNNB1;SNAI1;ILF3;SP1
Regulation of CDH11 gene transcription R-HSA-9762293	R-HSA-9762293	Ballooning	34.6182255212072	3/10	0.000213160921385532	0.00425360214554287	2.37124313363304	ILF3;SNAI1;SP1
Regulation of Expression and Function of Type II Classical Cadherins R-HSA-9764260	R-HSA-9764260	Ballooning	11.6189214570416	4/32	0.000633395736210033	0.010915794051308	1.96194466677497	CTNNB1;SNAI1;ILF3;SP1
Regulation of Homotypic Cell-Cell Adhesion R-HSA-9759476	R-HSA-9759476	Ballooning	11.6189214570416	4/32	0.000633395736210033	0.010915794051308	1.96194466677497	CTNNB1;SNAI1;ILF3;SP1
Regulation of NFE2L2 gene expression R-HSA-9818749	R-HSA-9818749	Ballooning	136.547391468226	5/8	1.52011205698467e-08	1.83380790874423e-06	5.73664615860143	NOTCH1;RELA;NFKB1;MYC;NFE2L2
Regulation of NPAS4 gene transcription R-HSA-9768777	R-HSA-9768777	Ballooning	53.4311335730777	2/5	0.0015042879720209	0.021464410095395	1.66828104269981	SRF;NR3C1
Regulation of PTEN gene transcription R-HSA-8943724	R-HSA-8943724	Ballooning	16.6396973021839	10/61	3.42885358711713e-09	5.68761088763054e-07	6.24507012309675	SUZ12;SALL4;ATF2;JUN;EGR1;SNAI1;SNAI2;PPARG;RCOR1;TP53
Regulation of TP53 Activity R-HSA-5633007	R-HSA-5633007	Ballooning	4.36179454442083	8/160	0.000865489928195332	0.0142671445306237	1.84566293919686	TAF7;SSRP1;TP63;TP53;PRDM1;BRCA1;TAF1;PML
Regulation of TP53 Expression R-HSA-6804754	R-HSA-6804754	Ballooning	Inf	2/2	0.000154182591010711	0.00329955962049217	2.48154401986533	PRDM1;TP53
Regulation of beta-cell development R-HSA-186712	R-HSA-186712	Ballooning	11.0593676438276	5/42	0.000164218846312631	0.00343368366939327	2.46423971702744	NOTCH1;HNF4A;NR5A2;RBPJ;KAT2A
Regulation of cholesterol biosynthesis by SREBP (SREBF) R-HSA-1655829	R-HSA-1655829	Ballooning	12.1046942501605	7/55	4.94477042032853e-06	0.000166119249310784	3.77958004012489	SREBF2;RXRA;NFYA;MTF1;NFYB;SP1;SREBF1
Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells R-HSA-210744	R-HSA-210744	Ballooning	18.6457491475271	3/16	0.000941657792436076	0.0149650286294931	1.82492244797722	RBPJ;NOTCH1;KAT2A
Regulation of lipid metabolism by PPARalpha R-HSA-400206	R-HSA-400206	Ballooning	9.71320557507865	12/118	2.41011623213101e-08	2.66518686669821e-06	5.5742723354814	NRF1;SIN3A;NFYB;SREBF1;RXRA;NR1H2;SP1;SREBF2;PPARG;NR1H3;NFYA;MTF1
Repression of WNT target genes R-HSA-4641265	R-HSA-4641265	Ballooning	22.0265504686793	3/14	0.000623358564615672	0.0108841686216447	1.96320473858628	TLE5;MYC;TCF7L2
Response of EIF2AK1 (HRI) to heme deficiency R-HSA-9648895	R-HSA-9648895	Ballooning	20.1915172040884	3/15	0.000772113391900991	0.0129695502664888	1.88707508329669	ATF4;ATF3;CEBPB
SARS-CoV-1 Infection R-HSA-9678108	R-HSA-9678108	Ballooning	4.23994138953454	7/143	0.00205427348292892	0.0283960511650696	1.54674204996909	IRF3;NFKB1;SMAD3;SMAD4;SP1;RUNX1;RELA
SARS-CoV-1 activates/modulates innate immune responses R-HSA-9692916	R-HSA-9692916	Ballooning	8.78462709146454	4/41	0.00163573960906839	0.0230917708641889	1.63654276058412	IRF3;NFKB1;RUNX1;RELA
SARS-CoV-1 targets host intracellular signalling and regulatory pathways R-HSA-9735871	R-HSA-9735871	Ballooning	18.6457491475271	3/16	0.000941657792436076	0.0149650286294931	1.82492244797722	SMAD4;SP1;SMAD3
SARS-CoV-1-host interactions R-HSA-9692914	R-HSA-9692914	Ballooning	6.36155015153352	7/98	0.000216049424030064	0.00427906844310291	2.36865076698085	IRF3;NFKB1;SMAD3;SMAD4;SP1;RUNX1;RELA
SMAD2/3 MH2 Domain Mutants in Cancer R-HSA-3315487	R-HSA-3315487	Ballooning	Inf	3/3	1.89416874917459e-06	7.82258618942741e-05	4.10664964308921	SMAD2;SMAD3;SMAD4
SMAD2/3 Phosphorylation Motif Mutants in Cancer R-HSA-3304356	R-HSA-3304356	Ballooning	40.0925156982212	2/6	0.00223800508545024	0.0296983274839247	1.52726800808869	SMAD2;SMAD3
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription R-HSA-2173796	R-HSA-2173796	Ballooning	20.051534339421	7/36	2.47761123258318e-07	1.93399417978699e-05	4.7135448372283	TFDP1;SMAD2;SMAD4;E2F4;MYC;SP1;SMAD3
SMAD4 MH2 Domain Mutants in Cancer R-HSA-3311021	R-HSA-3311021	Ballooning	Inf	3/3	1.89416874917459e-06	7.82258618942741e-05	4.10664964308921	SMAD2;SMAD3;SMAD4
STAT3 nuclear events downstream of ALK signaling R-HSA-9701898	R-HSA-9701898	Ballooning	46.5341023043415	4/11	7.12249082863566e-06	0.000233371489619741	3.63195220166308	PRDM1;SIN3A;STAT3;HIF1A
SUMO E3 ligases SUMOylate target proteins R-HSA-3108232	R-HSA-3108232	Ballooning	15.0364762244335	25/183	2.24288291994897e-19	1.48815281738614e-16	15.8273524690994	SIN3A;AR;PGR;RAD21;SP3;NR1I2;RXRA;NR1H2;SATB1;NR5A2;SUZ12;NR3C1;VDR;ESR1;PPARG;TP53;RARA;NR1H3;THRB;BRCA1;TRIM28;NFKB2;RELA;TFAP2A;PML
SUMOylation R-HSA-2990846	R-HSA-2990846	Ballooning	14.479707766699	25/189	5.0090411532773e-19	2.65879904415959e-16	15.5753144860271	SIN3A;AR;PGR;RAD21;SP3;NR1I2;RXRA;NR1H2;SATB1;NR5A2;SUZ12;NR3C1;VDR;ESR1;PPARG;TP53;RARA;NR1H3;THRB;BRCA1;TRIM28;NFKB2;RELA;TFAP2A;PML
SUMOylation of intracellular receptors R-HSA-4090294	R-HSA-4090294	Ballooning	66.4654291519177	13/30	9.90885190408677e-18	3.28726161918079e-15	14.4831657308909	RARA;NR1H3;THRB;NR3C1;RXRA;VDR;NR1H2;AR;PGR;NR1I2;ESR1;PPARG;NR5A2
SUMOylation of transcription factors R-HSA-3232118	R-HSA-3232118	Ballooning	14.260321196723	3/20	0.00184830689016777	0.0256827564738495	1.59035836622866	SP3;TFAP2A;TP53
Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582	R-HSA-2559582	Ballooning	4.68468988669404	6/111	0.0026100465322326	0.0339561936105163	1.46908099883441	NFKB1;STAT3;CEBPB;JUN;FOS;RELA
Signal Transduction R-HSA-162582	R-HSA-162582	Ballooning	3.00516885118834	66/2605	3.56415198616249e-10	7.88271614272937e-08	7.10332411213633	STAT1;MEF2C;SALL4;USF2;TCF4;RUNX1;CREB1;PML;SMAD4;JUN;RAD21;SREBF1;RXRA;MYC;SP1;SRF;TFDP1;RELA;MEF2D;STAT6;ATF2;AR;NR5A2;NR3C1;PRDM1;RCOR1;NR1H2;TLE5;EGR1;GLI2;IKZF1;NOTCH1;FOS;NFKB1;STAT3;TCF7L2;RARA;GLI1;PPARD;SNAI2;PPARG;MEF2A;CHD1;NFATC1;KAT2A;CTNNB1;YY1;SIN3A;PGR;USF1;ID2;TP53;E2F1;HIF1A;SMAD3;FOXA1;NR1H3;STAT5A;SOX2;MYCN;ESR1;RBPJ;SUZ12;SMAD2;E2F4;SNAI1
Signaling by ALK R-HSA-201556	R-HSA-201556	Ballooning	20.6311504769464	6/30	1.56095646392458e-06	7.20340643731454e-05	4.14246208036379	STAT3;SIN3A;PRDM1;MYCN;MYC;HIF1A
Signaling by ALK fusions and activated point mutants R-HSA-9725370	R-HSA-9725370	Ballooning	9.00005451098813	9/93	2.21735685617512e-06	8.78338074072951e-05	4.05633829110487	STAT5A;STAT1;FOXM1;STAT3;IRF4;CEBPB;JUN;NOTCH1;TP53
Signaling by ALK in cancer R-HSA-9700206	R-HSA-9700206	Ballooning	9.00005451098813	9/93	2.21735685617512e-06	8.78338074072951e-05	4.05633829110487	STAT5A;STAT1;FOXM1;STAT3;IRF4;CEBPB;JUN;NOTCH1;TP53
Signaling by Activin R-HSA-1502540	R-HSA-1502540	Ballooning	17.3118209885497	3/17	0.0011330566741016	0.0176890141945038	1.7522963695672	SMAD2;SMAD4;SMAD3
Signaling by Interleukins R-HSA-449147	R-HSA-449147	Ballooning	4.39903085807129	22/473	8.419182088497e-08	7.9801818795968e-06	5.09798721035289	BCL6;STAT1;MEF2C;CEBPD;STAT2;FOS;CREB1;TP53;NFKB1;HIF1A;SMAD3;STAT6;STAT3;JUN;ATF2;STAT5A;IRF4;MYC;SOX2;MEF2A;NFKB2;RELA
Signaling by KIT in disease R-HSA-9669938	R-HSA-9669938	Ballooning	14.260321196723	3/20	0.00184830689016777	0.0256827564738495	1.59035836622866	STAT5A;STAT3;STAT1
Signaling by NODAL R-HSA-1181150	R-HSA-1181150	Ballooning	12.1168429256484	3/23	0.0027940540283634	0.0359971815110508	1.44373150206929	SMAD2;SMAD4;SMAD3
Signaling by NOTCH R-HSA-157118	R-HSA-157118	Ballooning	5.20070029316751	14/246	2.25501122571271e-06	8.80117616623755e-05	4.05545928598914	STAT1;HIF1A;SMAD3;KAT2A;TFDP1;MYC;RBPJ;IKZF1;JUN;NOTCH1;RUNX1;CREB1;TP53;E2F1
Signaling by NOTCH1 R-HSA-1980143	R-HSA-1980143	Ballooning	5.91597477928105	5/74	0.00226210841499121	0.029868834494461	1.52478172357932	KAT2A;NOTCH1;MYC;HIF1A;RBPJ
Signaling by NOTCH3 R-HSA-9012852	R-HSA-9012852	Ballooning	9.29514569972539	5/49	0.000343287397794694	0.00655456657372027	2.18345602111578	IKZF1;STAT1;NOTCH1;RBPJ;KAT2A
Signaling by NTRK1 (TRKA) R-HSA-187037	R-HSA-187037	Ballooning	8.04694467344184	10/115	1.6013601348966e-06	7.20340643731454e-05	4.14246208036379	SRF;MEF2C;STAT3;EGR1;ID2;FOS;MEF2D;CREB1;ATF2;MEF2A
Signaling by NTRKs R-HSA-166520	R-HSA-166520	Ballooning	6.80190377895507	10/134	6.40906147514834e-06	0.000212620614438046	3.67239463114539	SRF;MEF2C;STAT3;EGR1;ID2;FOS;MEF2D;CREB1;ATF2;MEF2A
Signaling by Nuclear Receptors R-HSA-9006931	R-HSA-9006931	Ballooning	7.78964395373794	23/296	1.66176765377428e-12	4.00939213919722e-10	9.39692146543545	PGR;SRF;RAD21;SREBF1;PPARD;RXRA;NR1H2;USF1;MYC;SP1;NR5A2;USF2;FOXA1;JUN;FOS;RUNX1;YY1;ESR1;CREB1;RARA;NR1H3;ATF2;CHD1
Signaling by Receptor Tyrosine Kinases R-HSA-9006934	R-HSA-9006934	Ballooning	3.65419442365689	21/532	2.49129219636124e-06	9.44555641306104e-05	4.02477245383484	SIN3A;PGR;STAT1;MEF2C;EGR1;ID2;FOS;MEF2D;CREB1;HIF1A;STAT6;STAT3;ATF2;STAT5A;MYC;MYCN;ESR1;PRDM1;MEF2A;SRF;CTNNB1
Signaling by TGF-beta Receptor Complex R-HSA-170834	R-HSA-170834	Ballooning	7.75441979152328	8/94	2.14898865594194e-05	0.000606746371581905	3.2169928121228	STAT1;SMAD3;TFDP1;SMAD4;MYC;SP1;SMAD2;E2F4
Signaling by TGF-beta Receptor Complex in Cancer R-HSA-3304351	R-HSA-3304351	Ballooning	48.4109238746268	3/8	0.000101314732360092	0.00235867806740074	2.62733133130281	SMAD2;SMAD4;SMAD3
Signaling by TGFB family members R-HSA-9006936	R-HSA-9006936	Ballooning	5.73392613243137	8/124	0.000155405031108335	0.00329955962049217	2.48154401986533	STAT1;SMAD3;TFDP1;SMAD4;MYC;SP1;SMAD2;E2F4
Signaling by cytosolic FGFR1 fusion mutants R-HSA-1839117	R-HSA-1839117	Ballooning	16.1584896477482	3/18	0.00134732628325063	0.0204331654614124	1.68966434820199	STAT3;STAT1;STAT5A
Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants R-HSA-9670439	R-HSA-9670439	Ballooning	14.260321196723	3/20	0.00184830689016777	0.0256827564738495	1.59035836622866	STAT5A;STAT3;STAT1
Specification of the neural plate border R-HSA-9834899	R-HSA-9834899	Ballooning	17.3118209885497	3/17	0.0011330566741016	0.0176890141945038	1.7522963695672	SOX2;CTNNB1;TFAP2A
TAK1-dependent IKK and NF-kappa-B activation   R-HSA-445989	R-HSA-445989	Ballooning	8.12409807074376	4/44	0.00213041330700278	0.0290826446230859	1.53636610355612	NFKB1;NFKB2;RELA;TP53
TFAP2 (AP-2) family regulates transcription of cell cycle factors R-HSA-8866911	R-HSA-8866911	Ballooning	53.4311335730777	2/5	0.0015042879720209	0.021464410095395	1.66828104269981	MYC;TFAP2A
TFAP2 (AP-2) family regulates transcription of growth factors and their receptors R-HSA-8866910	R-HSA-8866910	Ballooning	20.1915172040884	3/15	0.000772113391900991	0.0129695502664888	1.88707508329669	ESR1;YY1;TFAP2A
TFAP2 (AP-2) family regulates transcription of other transcription factors R-HSA-8866906	R-HSA-8866906	Ballooning	80.0430974172971	2/4	0.000910011507267089	0.014816997179674	1.82923980178412	TFAP2A;PITX2
TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation R-HSA-8869496	R-HSA-8869496	Ballooning	53.4311335730777	2/5	0.0015042879720209	0.021464410095395	1.66828104269981	MYBL2;TFAP2A
TGFBR1 KD Mutants in Cancer R-HSA-3656532	R-HSA-3656532	Ballooning	40.0925156982212	2/6	0.00223800508545024	0.0296983274839247	1.52726800808869	SMAD2;SMAD3
TP53 Regulates Transcription of Cell Cycle Genes R-HSA-6791312	R-HSA-6791312	Ballooning	7.21987145630226	4/49	0.00316942279368418	0.0396775853511218	1.40145476546423	TFDP1;E2F4;E2F1;TP53
TP53 Regulates Transcription of DNA Repair Genes R-HSA-6796648	R-HSA-6796648	Ballooning	10.5566296839588	7/62	1.11448111927439e-05	0.000351628708705775	3.45391567420261	ATF2;JUN;TP53;NELFE;FOS;BRCA1;SSRP1
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest R-HSA-6804114	R-HSA-6804114	Ballooning	16.1584896477482	3/18	0.00134732628325063	0.0204331654614124	1.68966434820199	TFDP1;E2F4;TP53
TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain R-HSA-6803205	R-HSA-6803205	Ballooning	22.0265504686793	3/14	0.000623358564615672	0.0108841686216447	1.96320473858628	BCL6;TP53;TP63
TRAF6 mediated NF-kB activation R-HSA-933542	R-HSA-933542	Ballooning	11.01197461779	3/25	0.00356330949945022	0.0439861554025157	1.3566839957508	NFKB1;NFKB2;RELA
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation R-HSA-975138	R-HSA-975138	Ballooning	9.29480706315105	10/101	4.78563317236796e-07	3.17526760986614e-05	4.49821966672146	NFKB1;MEF2C;JUN;FOS;CREB1;TP53;ATF2;MEF2A;NFKB2;RELA
TRIF (TICAM1)-mediated TLR4 signaling  R-HSA-937061	R-HSA-937061	Ballooning	9.56270906488658	11/109	1.0264295272617e-07	9.08047988450851e-06	5.04189119931076	IRF3;NFKB1;MEF2C;JUN;FOS;CREB1;TP53;ATF2;MEF2A;NFKB2;RELA
