	term_id	term	signalling_ancestor	first_level_ancestor
745	R-HSA-2644605	FBXW7 Mutants and NOTCH1 in Cancer R-HSA-2644605	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
746	R-HSA-2644607	Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling R-HSA-2644607		Disease R-HSA-1643685
747	R-HSA-9818026	NFE2L2 regulating inflammation associated genes R-HSA-9818026	Cellular responses to stimuli R-HSA-8953897	Cellular responses to stimuli R-HSA-8953897
748	R-HSA-3134973	LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production R-HSA-3134973		Immune System R-HSA-168256
749	R-HSA-111448	Activation of NOXA and translocation to mitochondria R-HSA-111448		Programmed Cell Death R-HSA-5357801
750	R-HSA-2855086	Ficolins bind to repetitive carbohydrate structures on the target cell surface R-HSA-2855086	Complement cascade R-HSA-166658	Immune System R-HSA-168256
751	R-HSA-3656535	TGFBR1 LBD Mutants in Cancer R-HSA-3656535	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
752	R-HSA-5658034	HHAT G278V doesn't palmitoylate Hh-Np R-HSA-5658034	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
753	R-HSA-9652169	Signaling by MAP2K mutants R-HSA-9652169		Disease R-HSA-1643685
754	R-HSA-9665247	Resistance of ERBB2 KD mutants to osimertinib R-HSA-9665247	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
755	R-HSA-9665251	Resistance of ERBB2 KD mutants to lapatinib R-HSA-9665251	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
756	R-HSA-9665245	Resistance of ERBB2 KD mutants to tesevatinib R-HSA-9665245	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
757	R-HSA-5603037	IRAK4 deficiency (TLR5) R-HSA-5603037	Diseases associated with the TLR signaling cascade R-HSA-5602358	Disease R-HSA-1643685
758	R-HSA-9007892	Interleukin-38 signaling R-HSA-9007892		Immune System R-HSA-168256
759	R-HSA-9665737	Drug resistance in ERBB2 TMD/JMD mutants R-HSA-9665737	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
760	R-HSA-9665233	Resistance of ERBB2 KD mutants to trastuzumab R-HSA-9665233	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
761	R-HSA-9665246	Resistance of ERBB2 KD mutants to neratinib R-HSA-9665246	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
762	R-HSA-9665249	Resistance of ERBB2 KD mutants to afatinib R-HSA-9665249	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
763	R-HSA-9665250	Resistance of ERBB2 KD mutants to AEE788 R-HSA-9665250	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
764	R-HSA-9665244	Resistance of ERBB2 KD mutants to sapitinib R-HSA-9665244	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
765	R-HSA-9665230	Drug resistance in ERBB2 KD mutants R-HSA-9665230	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
766	R-HSA-8874177	ATF6B (ATF6-beta) activates chaperones R-HSA-8874177		Cellular responses to stimuli R-HSA-8953897
767	R-HSA-75108	Activation, myristolyation of BID and translocation to mitochondria R-HSA-75108		Programmed Cell Death R-HSA-5357801
768	R-HSA-9672396	Defective cofactor function of FVIIIa variant R-HSA-9672396	Defects of contact activation system (CAS) and kallikrein/kinin system (KKS) R-HSA-9651496	Disease R-HSA-1643685
769	R-HSA-139910	Activation of BMF and translocation to mitochondria R-HSA-139910		Programmed Cell Death R-HSA-5357801
770	R-HSA-9674519	Defective F8 sulfation at Y1699 R-HSA-9674519	Defects of contact activation system (CAS) and kallikrein/kinin system (KKS) R-HSA-9651496	Disease R-HSA-1643685
771	R-HSA-9672383	Defective factor IX causes thrombophilia R-HSA-9672383	Defects of contact activation system (CAS) and kallikrein/kinin system (KKS) R-HSA-9651496	Disease R-HSA-1643685
772	R-HSA-9630747	Diseases of Cellular Senescence R-HSA-9630747	Diseases of cellular response to stress R-HSA-9675132	Disease R-HSA-1643685
773	R-HSA-9636249	Inhibition of nitric oxide production R-HSA-9636249	Response of Mtb to phagocytosis R-HSA-9637690	Disease R-HSA-1643685
774	R-HSA-5339700	Signaling by TCF7L2 mutants R-HSA-5339700		Disease R-HSA-1643685
775	R-HSA-9649913	RAS GTPase cycle mutants R-HSA-9649913	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
776	R-HSA-9630750	Evasion of Oncogene Induced Senescence Due to p16INK4A Defects R-HSA-9630750	Diseases of cellular response to stress R-HSA-9675132	Disease R-HSA-1643685
777	R-HSA-9632693	Evasion of Oxidative Stress Induced Senescence Due to p16INK4A Defects R-HSA-9632693	Diseases of cellular response to stress R-HSA-9675132	Disease R-HSA-1643685
778	R-HSA-5602571	TRAF3 deficiency - HSE R-HSA-5602571	Diseases associated with the TLR signaling cascade R-HSA-5602358	Disease R-HSA-1643685
779	R-HSA-9632700	Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6 R-HSA-9632700	Diseases of cellular response to stress R-HSA-9675132	Disease R-HSA-1643685
780	R-HSA-9673766	Signaling by cytosolic PDGFRA and PDGFRB fusion proteins R-HSA-9673766		Disease R-HSA-1643685
781	R-HSA-8853336	Signaling by plasma membrane FGFR1 fusions R-HSA-8853336		Disease R-HSA-1643685
782	R-HSA-3645790	TGFBR2 Kinase Domain Mutants in Cancer R-HSA-3645790	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
783	R-HSA-3304347	Loss of Function of SMAD4 in Cancer R-HSA-3304347	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
784	R-HSA-9673202	Defective F9 variant does not activate FX R-HSA-9673202		Disease R-HSA-1643685
785	R-HSA-844455	The NLRP1 inflammasome R-HSA-844455	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways R-HSA-168643	Immune System R-HSA-168256
786	R-HSA-5660489	MTF1 activates gene expression R-HSA-5660489		Cellular responses to stimuli R-HSA-8953897
787	R-HSA-9672391	Defective F8 cleavage by thrombin R-HSA-9672391	Defects of contact activation system (CAS) and kallikrein/kinin system (KKS) R-HSA-9651496	Disease R-HSA-1643685
788	R-HSA-844615	The AIM2 inflammasome R-HSA-844615	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways R-HSA-168643	Immune System R-HSA-168256
789	R-HSA-3311021	SMAD4 MH2 Domain Mutants in Cancer R-HSA-3311021	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
790	R-HSA-9657689	Defective SERPING1 causes hereditary angioedema R-HSA-9657689	Defects of contact activation system (CAS) and kallikrein/kinin system (KKS) R-HSA-9651496	Disease R-HSA-1643685
791	R-HSA-9630794	Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6 R-HSA-9630794	Diseases of cellular response to stress R-HSA-9675132	Disease R-HSA-1643685
792	R-HSA-3642278	Loss of Function of TGFBR2 in Cancer R-HSA-3642278	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
793	R-HSA-9753512	Signaling by RAS GTPase mutants R-HSA-9753512		Disease R-HSA-1643685
794	R-HSA-3315487	SMAD2/3 MH2 Domain Mutants in Cancer R-HSA-3315487	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
795	R-HSA-9753510	Signaling by RAS GAP mutants R-HSA-9753510		Disease R-HSA-1643685
796	R-HSA-3249367	STAT6-mediated induction of chemokines R-HSA-3249367	STING mediated induction of host immune responses R-HSA-1834941	Immune System R-HSA-168256
797	R-HSA-111446	Activation of BIM and translocation to mitochondria  R-HSA-111446		Programmed Cell Death R-HSA-5357801
798	R-HSA-5603027	IKBKG deficiency causes anhidrotic ectodermal dysplasia with immunodeficiency (EDA-ID) (via TLR) R-HSA-5603027	Diseases associated with the TLR signaling cascade R-HSA-5602358	Disease R-HSA-1643685
799	R-HSA-9675132	Diseases of cellular response to stress R-HSA-9675132		Disease R-HSA-1643685
800	R-HSA-9657688	Defective factor XII causes hereditary angioedema R-HSA-9657688	Defects of contact activation system (CAS) and kallikrein/kinin system (KKS) R-HSA-9651496	Disease R-HSA-1643685
801	R-HSA-9014843	Interleukin-33 signaling R-HSA-9014843		Immune System R-HSA-168256
802	R-HSA-9818025	NFE2L2 regulating TCA cycle genes R-HSA-9818025	Cellular responses to stimuli R-HSA-8953897	Cellular responses to stimuli R-HSA-8953897
803	R-HSA-5602636	IKBKB deficiency causes SCID R-HSA-5602636	Diseases associated with the TLR signaling cascade R-HSA-5602358	Disease R-HSA-1643685
804	R-HSA-166020	Transfer of LPS from LBP carrier to CD14 R-HSA-166020	Toll-like Receptor Cascades R-HSA-168898	Immune System R-HSA-168256
805	R-HSA-111452	Activation and oligomerization of BAK protein R-HSA-111452		Programmed Cell Death R-HSA-5357801
806	R-HSA-9663199	Defective DNA double strand break response due to BRCA1 loss of function R-HSA-9663199		Disease R-HSA-1643685
807	R-HSA-5602566	TICAM1 deficiency - HSE R-HSA-5602566	Diseases associated with the TLR signaling cascade R-HSA-5602358	Disease R-HSA-1643685
808	R-HSA-114294	Activation, translocation and oligomerization of BAX R-HSA-114294		Programmed Cell Death R-HSA-5357801
809	R-HSA-3642279	TGFBR2 MSI Frameshift Mutants in Cancer R-HSA-3642279	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
810	R-HSA-9672393	Defective F8 binding to von Willebrand factor R-HSA-9672393	Defects of contact activation system (CAS) and kallikrein/kinin system (KKS) R-HSA-9651496	Disease R-HSA-1643685
811	R-HSA-9636667	Manipulation of host energy metabolism R-HSA-9636667	Response of Mtb to phagocytosis R-HSA-9637690	Disease R-HSA-1643685
812	R-HSA-164939	Nef mediated downregulation of CD28 cell surface expression R-HSA-164939		Disease R-HSA-1643685
813	R-HSA-844623	The IPAF inflammasome R-HSA-844623	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways R-HSA-168643	Immune System R-HSA-168256
814	R-HSA-9632697	Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 R-HSA-9632697	Diseases of cellular response to stress R-HSA-9675132	Disease R-HSA-1643685
815	R-HSA-9636569	Suppression of autophagy R-HSA-9636569	Response of Mtb to phagocytosis R-HSA-9637690	Disease R-HSA-1643685
816	R-HSA-5602415	UNC93B1 deficiency - HSE R-HSA-5602415	Diseases associated with the TLR signaling cascade R-HSA-5602358	Disease R-HSA-1643685
817	R-HSA-9699150	Defective DNA double strand break response due to BARD1 loss of function R-HSA-9699150		Disease R-HSA-1643685
818	R-HSA-211728	Regulation of PAK-2p34 activity by PS-GAP/RHG10 R-HSA-211728		Programmed Cell Death R-HSA-5357801
819	R-HSA-211736	Stimulation of the cell death response by PAK-2p34 R-HSA-211736		Programmed Cell Death R-HSA-5357801
820	R-HSA-9673240	Defective gamma-carboxylation of F9 R-HSA-9673240	Defects of contact activation system (CAS) and kallikrein/kinin system (KKS) R-HSA-9651496	Disease R-HSA-1643685
821	R-HSA-9645722	Defective Intrinsic Pathway for Apoptosis Due to p14ARF Loss of Function R-HSA-9645722		Disease R-HSA-1643685
822	R-HSA-5545619	XAV939 stabilizes AXIN R-HSA-5545619	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
823	R-HSA-9630791	Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 R-HSA-9630791	Diseases of cellular response to stress R-HSA-9675132	Disease R-HSA-1643685
824	R-HSA-5602680	MyD88 deficiency (TLR5) R-HSA-5602680	Diseases associated with the TLR signaling cascade R-HSA-5602358	Disease R-HSA-1643685
825	R-HSA-9723905	Loss of function of TP53 in cancer due to loss of tetramerization ability R-HSA-9723905	Defective Intrinsic Pathway for Apoptosis R-HSA-9734009	Disease R-HSA-1643685
826	R-HSA-9669935	Signaling by juxtamembrane domain KIT mutants R-HSA-9669935		Disease R-HSA-1643685
827	R-HSA-9717319	brigatinib-resistant ALK mutants R-HSA-9717319	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
828	R-HSA-9717326	crizotinib-resistant ALK mutants R-HSA-9717326	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
829	R-HSA-9674396	Imatinib-resistant PDGFR mutants R-HSA-9674396	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
830	R-HSA-9702998	linifanib-resistant FLT3 mutants R-HSA-9702998	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
831	R-HSA-9703009	tamatinib-resistant FLT3 mutants R-HSA-9703009	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
832	R-HSA-9669926	Nilotinib-resistant KIT mutants R-HSA-9669926	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
833	R-HSA-3248023	Regulation by TREX1 R-HSA-3248023		Immune System R-HSA-168256
834	R-HSA-9717329	lorlatinib-resistant ALK mutants R-HSA-9717329	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
835	R-HSA-1839120	Signaling by FGFR1 amplification mutants R-HSA-1839120		Disease R-HSA-1643685
836	R-HSA-5340573	LGK974 inhibits PORCN R-HSA-5340573	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
837	R-HSA-9702577	semaxanib-resistant FLT3 mutants R-HSA-9702577	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
838	R-HSA-5602410	TLR3 deficiency - HSE R-HSA-5602410	Diseases associated with the TLR signaling cascade R-HSA-5602358	Disease R-HSA-1643685
839	R-HSA-9680187	Signaling by extracellular domain mutants of KIT R-HSA-9680187		Disease R-HSA-1643685
840	R-HSA-9700649	Drug resistance of ALK mutants R-HSA-9700649	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
841	R-HSA-9702581	crenolanib-resistant FLT3 mutants R-HSA-9702581	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
842	R-HSA-9669937	Drug resistance of KIT mutants R-HSA-9669937	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
843	R-HSA-9702509	FLT3 mutants bind TKIs R-HSA-9702509	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
844	R-HSA-5467333	APC truncation mutants are not K63 polyubiquitinated R-HSA-5467333	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
845	R-HSA-9717264	ASP-3026-resistant ALK mutants R-HSA-9717264	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
846	R-HSA-9702569	KW2449-resistant FLT3 mutants R-HSA-9702569	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
847	R-HSA-9635644	Inhibition of membrane repair R-HSA-9635644	Response of Mtb to phagocytosis R-HSA-9637690	Disease R-HSA-1643685
848	R-HSA-9723907	Loss of Function of TP53 in Cancer R-HSA-9723907	Defective Intrinsic Pathway for Apoptosis R-HSA-9734009	Disease R-HSA-1643685
849	R-HSA-2023837	Signaling by FGFR2 amplification mutants R-HSA-2023837		Disease R-HSA-1643685
850	R-HSA-9672387	Defective F8 accelerates dissociation of the A2 domain R-HSA-9672387	Defects of contact activation system (CAS) and kallikrein/kinin system (KKS) R-HSA-9651496	Disease R-HSA-1643685
851	R-HSA-9702624	sorafenib-resistant FLT3 mutants R-HSA-9702624	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
852	R-HSA-9702596	lestaurtinib-resistant FLT3 mutants R-HSA-9702596	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
853	R-HSA-9669917	Imatinib-resistant KIT mutants R-HSA-9669917	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
854	R-HSA-9636467	Blockage of phagosome acidification R-HSA-9636467	Response of Mtb to phagocytosis R-HSA-9637690	Disease R-HSA-1643685
855	R-HSA-9702614	ponatinib-resistant FLT3 mutants R-HSA-9702614	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
856	R-HSA-9717316	alectinib-resistant ALK mutants R-HSA-9717316	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
857	R-HSA-1222449	Mtb iron assimilation by chelation R-HSA-1222449	Latent infection - Other responses of Mtb to phagocytosis R-HSA-1222499	Disease R-HSA-1643685
858	R-HSA-9674415	Drug resistance of PDGFR mutants R-HSA-9674415	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
859	R-HSA-9669934	Sunitinib-resistant KIT mutants R-HSA-9669934	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
860	R-HSA-5467345	Deletions in the AXIN1 gene destabilize the destruction complex R-HSA-5467345	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
861	R-HSA-9674404	Sorafenib-resistant PDGFR mutants R-HSA-9674404	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
862	R-HSA-8853334	Signaling by FGFR3 fusions in cancer R-HSA-8853334		Disease R-HSA-1643685
863	R-HSA-5467343	Deletions in the AMER1 gene destabilize the destruction complex R-HSA-5467343	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
864	R-HSA-2033515	t(4;14) translocations of FGFR3 R-HSA-2033515	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
865	R-HSA-9702636	tandutinib-resistant FLT3 mutants R-HSA-9702636	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
866	R-HSA-9672395	Defective F8 binding to the cell membrane R-HSA-9672395	Defects of contact activation system (CAS) and kallikrein/kinin system (KKS) R-HSA-9651496	Disease R-HSA-1643685
867	R-HSA-9646303	Evasion of Oncogene Induced Senescence Due to p14ARF Defects R-HSA-9646303	Diseases of cellular response to stress R-HSA-9675132	Disease R-HSA-1643685
868	R-HSA-9702600	midostaurin-resistant FLT3 mutants R-HSA-9702600	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
869	R-HSA-9669929	Regorafenib-resistant KIT mutants R-HSA-9669929	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
870	R-HSA-9702605	pexidartinib-resistant FLT3 mutants R-HSA-9702605	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
871	R-HSA-9669933	Signaling by kinase domain mutants of KIT R-HSA-9669933		Disease R-HSA-1643685
872	R-HSA-9702620	quizartinib-resistant FLT3 mutants R-HSA-9702620	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
873	R-HSA-9661070	Defective translocation of RB1 mutants to the nucleus R-HSA-9661070	Aberrant regulation of mitotic cell cycle due to RB1 defects R-HSA-9687139	Disease R-HSA-1643685
874	R-HSA-9717301	NVP-TAE684-resistant ALK mutants R-HSA-9717301	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
875	R-HSA-9672397	Defective F8 secretion R-HSA-9672397	Defects of contact activation system (CAS) and kallikrein/kinin system (KKS) R-HSA-9651496	Disease R-HSA-1643685
876	R-HSA-5674404	PTEN Loss of Function in Cancer R-HSA-5674404	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
877	R-HSA-9673218	Defective F9 secretion R-HSA-9673218	Defects of contact activation system (CAS) and kallikrein/kinin system (KKS) R-HSA-9651496	Disease R-HSA-1643685
878	R-HSA-9702506	Drug resistance of FLT3 mutants R-HSA-9702506	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
879	R-HSA-9669936	Sorafenib-resistant KIT mutants R-HSA-9669936	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
880	R-HSA-9674401	Sunitinib-resistant PDGFR mutants R-HSA-9674401	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
881	R-HSA-1839128	FGFR4 mutant receptor activation R-HSA-1839128		Disease R-HSA-1643685
882	R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis R-HSA-1222499		Disease R-HSA-1643685
883	R-HSA-9669921	KIT mutants bind TKIs R-HSA-9669921	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
884	R-HSA-8853333	Signaling by FGFR2 fusions R-HSA-8853333		Disease R-HSA-1643685
885	R-HSA-9702590	gilteritinib-resistant FLT3 mutants R-HSA-9702590	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
886	R-HSA-9669914	Dasatinib-resistant KIT mutants R-HSA-9669914	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
887	R-HSA-9646304	Evasion of Oxidative Stress Induced Senescence Due to p14ARF Defects R-HSA-9646304	Diseases of cellular response to stress R-HSA-9675132	Disease R-HSA-1643685
888	R-HSA-9669924	Masitinib-resistant KIT mutants R-HSA-9669924	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
889	R-HSA-9674403	Regorafenib-resistant PDGFR mutants R-HSA-9674403	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
890	R-HSA-9702632	sunitinib-resistant FLT3 mutants R-HSA-9702632	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
891	R-HSA-9717323	ceritinib-resistant ALK mutants R-HSA-9717323	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
892	R-HSA-9674428	PDGFR mutants bind TKIs R-HSA-9674428	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
