external_gene_name	description	uniprotswissprot	uniprot_gn_symbol
WDFY1	WD repeat and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20451]		WDFY1
MRPL44	mitochondrial ribosomal protein L44 [Source:HGNC Symbol;Acc:HGNC:16650]	Q9H9J2	MRPL44
UTP25	UTP25 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:28440]	Q68CQ4	UTP25
UTP25	UTP25 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:28440]		UTP25
RIMKLA	ribosomal modification protein rimK like family member A [Source:HGNC Symbol;Acc:HGNC:28725]	Q8IXN7	RIMKLA
RIMKLA	ribosomal modification protein rimK like family member A [Source:HGNC Symbol;Acc:HGNC:28725]		RIMKLA
SERPINE2	serpin family E member 2 [Source:HGNC Symbol;Acc:HGNC:8951]	P07093	SERPINE2
ZMYND12	zinc finger MYND-type containing 12 [Source:HGNC Symbol;Acc:HGNC:21192]	Q9H0C1	ZMYND12
ZMYND12	zinc finger MYND-type containing 12 [Source:HGNC Symbol;Acc:HGNC:21192]		ZMYND12
SERPINE2	serpin family E member 2 [Source:HGNC Symbol;Acc:HGNC:8951]		SERPINE2
PEX12	peroxisomal biogenesis factor 12 [Source:HGNC Symbol;Acc:HGNC:8854]	O00623	PEX12
PEX12	peroxisomal biogenesis factor 12 [Source:HGNC Symbol;Acc:HGNC:8854]		PEX12
AP1S3	adaptor related protein complex 1 subunit sigma 3 [Source:HGNC Symbol;Acc:HGNC:18971]		AP1S3
AP1S3	adaptor related protein complex 1 subunit sigma 3 [Source:HGNC Symbol;Acc:HGNC:18971]	Q96PC3	AP1S3
YARS1	tyrosyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:12840]	P54577	YARS1
YARS1	tyrosyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:12840]	P54577	YARS
YARS1	tyrosyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:12840]		YARS1
YARS1	tyrosyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:12840]		YARS
	novel protein, WDFY1-AP1S3 readthrough		
C8B	complement C8 beta chain [Source:HGNC Symbol;Acc:HGNC:1353]	P07358	
AXIN2	axin 2 [Source:HGNC Symbol;Acc:HGNC:904]	Q9Y2T1	AXIN2
C8B	complement C8 beta chain [Source:HGNC Symbol;Acc:HGNC:1353]		
AXIN2	axin 2 [Source:HGNC Symbol;Acc:HGNC:904]		AXIN2
RMND5A	required for meiotic nuclear division 5 homolog A [Source:HGNC Symbol;Acc:HGNC:25850]	Q9H871	RMND5A
CD8B	CD8b molecule [Source:HGNC Symbol;Acc:HGNC:1707]	P10966	CD8B
CD8B	CD8b molecule [Source:HGNC Symbol;Acc:HGNC:1707]		CD8B
DCAF8	DDB1 and CUL4 associated factor 8 [Source:HGNC Symbol;Acc:HGNC:24891]	Q5TAQ9	DCAF8
DCAF8	DDB1 and CUL4 associated factor 8 [Source:HGNC Symbol;Acc:HGNC:24891]		DCAF8
CEP112	centrosomal protein 112 [Source:HGNC Symbol;Acc:HGNC:28514]	Q8N8E3	CEP112
CD8A	CD8a molecule [Source:HGNC Symbol;Acc:HGNC:1706]	P01732	CD8A
CEP112	centrosomal protein 112 [Source:HGNC Symbol;Acc:HGNC:28514]		CEP112
CD8A	CD8a molecule [Source:HGNC Symbol;Acc:HGNC:1706]		CD8A
PEX19	peroxisomal biogenesis factor 19 [Source:HGNC Symbol;Acc:HGNC:9713]	P40855	PEX19
APOH	apolipoprotein H [Source:HGNC Symbol;Acc:HGNC:616]	P02749	APOH
APOH	apolipoprotein H [Source:HGNC Symbol;Acc:HGNC:616]		APOH
PEX19	peroxisomal biogenesis factor 19 [Source:HGNC Symbol;Acc:HGNC:9713]		PEX19
NHLH1	nescient helix-loop-helix 1 [Source:HGNC Symbol;Acc:HGNC:7817]	Q02575	NHLH1
HLF	HLF transcription factor, PAR bZIP family member [Source:HGNC Symbol;Acc:HGNC:4977]	Q16534	HLF
HLF	HLF transcription factor, PAR bZIP family member [Source:HGNC Symbol;Acc:HGNC:4977]		HLF
SLAMF6	SLAM family member 6 [Source:HGNC Symbol;Acc:HGNC:21392]	Q96DU3	SLAMF6
MMD	monocyte to macrophage differentiation associated [Source:HGNC Symbol;Acc:HGNC:7153]	Q15546	MMD
MMD	monocyte to macrophage differentiation associated [Source:HGNC Symbol;Acc:HGNC:7153]		MMD
CD84	CD84 molecule [Source:HGNC Symbol;Acc:HGNC:1704]	Q9UIB8	CD84
SMIM36	small integral membrane protein 36 [Source:HGNC Symbol;Acc:HGNC:53654]	A0A1B0GVT2	SMIM36
C17orf114	chromosome 17 open reading frame 114 [Source:HGNC Symbol;Acc:HGNC:55343]	A0A1B0GUV1	C17orf114
TIMP2	TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821]		TIMP2
TIMP2	TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821]	P16035	TIMP2
CEP295NL	CEP295 N-terminal like [Source:HGNC Symbol;Acc:HGNC:44659]	Q96MC4	CEP295NL
CEP295NL	CEP295 N-terminal like [Source:HGNC Symbol;Acc:HGNC:44659]		CEP295NL
NFE2L2	NFE2 like bZIP transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:7782]		NFE2L2
NFE2L2	NFE2 like bZIP transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:7782]	Q16236	NFE2L2
MYCBPAP	MYCBP associated protein [Source:HGNC Symbol;Acc:HGNC:19677]	Q8TBZ2	MYCBPAP
MYCBPAP	MYCBP associated protein [Source:HGNC Symbol;Acc:HGNC:19677]		MYCBPAP
OR3A3	olfactory receptor family 3 subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:8284]		OR3A3
FAM187A	family with sequence similarity 187 member A [Source:HGNC Symbol;Acc:HGNC:35153]	A6NFU0	FAM187A
ODC1	ornithine decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:8109]		ODC1
COPA	COPI coat complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:2230]	P53621	COPA
COPA	COPI coat complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:2230]		COPA
ODC1	ornithine decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:8109]	P11926	ODC1
SPRR1A	small proline rich protein 1A [Source:HGNC Symbol;Acc:HGNC:11259]	P35321	SPRR1A
SPRR1A	small proline rich protein 1A [Source:HGNC Symbol;Acc:HGNC:11259]		SPRR1A
NT5C1B	5'-nucleotidase, cytosolic IB [Source:HGNC Symbol;Acc:HGNC:17818]	Q96P26	NT5C1B
NT5C1B	5'-nucleotidase, cytosolic IB [Source:HGNC Symbol;Acc:HGNC:17818]		NT5C1B
CAMSAP2	calmodulin regulated spectrin associated protein family member 2 [Source:HGNC Symbol;Acc:HGNC:29188]	Q08AD1	CAMSAP2
CAMSAP2	calmodulin regulated spectrin associated protein family member 2 [Source:HGNC Symbol;Acc:HGNC:29188]		CAMSAP2
INAVA	innate immunity activator [Source:HGNC Symbol;Acc:HGNC:25599]		INAVA
INAVA	innate immunity activator [Source:HGNC Symbol;Acc:HGNC:25599]	Q3KP66	INAVA
ITGB4	integrin subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:6158]	P16144	ITGB4
CLCA2	chloride channel accessory 2 [Source:HGNC Symbol;Acc:HGNC:2016]	Q9UQC9	CLCA2
ITGB4	integrin subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:6158]		ITGB4
HNRNPA3	heterogeneous nuclear ribonucleoprotein A3 [Source:HGNC Symbol;Acc:HGNC:24941]	P51991	HNRNPA3
HNRNPA3	heterogeneous nuclear ribonucleoprotein A3 [Source:HGNC Symbol;Acc:HGNC:24941]	P51991	HNRPA3
HNRNPA3	heterogeneous nuclear ribonucleoprotein A3 [Source:HGNC Symbol;Acc:HGNC:24941]		HNRNPA3
HNRNPA3	heterogeneous nuclear ribonucleoprotein A3 [Source:HGNC Symbol;Acc:HGNC:24941]		HNRPA3
CLCA1	chloride channel accessory 1 [Source:HGNC Symbol;Acc:HGNC:2015]	A8K7I4	CLCA1
OR3A2	olfactory receptor family 3 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:8283]		OR3A2
	novel C2H2 type zinc finger protein		
CLCA4	chloride channel accessory 4 [Source:HGNC Symbol;Acc:HGNC:2018]	Q14CN2	CLCA4
MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6866]		MAP4K4
MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6866]		HEL-S-31
GGPS1	geranylgeranyl diphosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:4249]	O95749	GGPS1
GGPS1	geranylgeranyl diphosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:4249]		GGPS1
EIF4A1	eukaryotic translation initiation factor 4A1 [Source:HGNC Symbol;Acc:HGNC:3282]	P60842	EIF4A1
EIF4A1	eukaryotic translation initiation factor 4A1 [Source:HGNC Symbol;Acc:HGNC:3282]		EIF4A1
PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:9379]	O43741	PRKAB2
NUDT4B	nudix hydrolase 4B [Source:HGNC Symbol;Acc:HGNC:18012]	A0A024RBG1	NUDT4B
SLC25A34	solute carrier family 25 member 34 [Source:HGNC Symbol;Acc:HGNC:27653]	Q6PIV7	SLC25A34
MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6866]	O95819	MAP4K4
MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6866]	O95819	HEL-S-31
TMEM82	transmembrane protein 82 [Source:HGNC Symbol;Acc:HGNC:32350]	A0PJX8	TMEM82
FBLIM1	filamin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:24686]		FBLIM1
CRLF3	cytokine receptor like factor 3 [Source:HGNC Symbol;Acc:HGNC:17177]		CRLF3
C2orf78	chromosome 2 open reading frame 78 [Source:HGNC Symbol;Acc:HGNC:34349]	A6NCI8	C2orf78
FOXD4L1	forkhead box D4 like 1 [Source:HGNC Symbol;Acc:HGNC:18521]	Q9NU39	FOXD4L1
SCYGR2	small cysteine and glycine repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:34220]	A0A286YFB4	SCYGR2
SCYGR5	small cysteine and glycine repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:34224]	A0A286YF46	SCYGR5
SCYGR7	small cysteine and glycine repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:34226]	A0A286YF01	SCYGR7
SCYGR8	small cysteine and glycine repeat containing 8 [Source:HGNC Symbol;Acc:HGNC:34227]	A0A286YFG1	SCYGR8
FBLIM1	filamin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:24686]	Q8WUP2	FBLIM1
SPATA3	spermatogenesis associated 3 [Source:HGNC Symbol;Acc:HGNC:17884]		SPATA3
CRLF3	cytokine receptor like factor 3 [Source:HGNC Symbol;Acc:HGNC:17177]	Q8IUI8	CRLF3
SPATA3	spermatogenesis associated 3 [Source:HGNC Symbol;Acc:HGNC:17884]	Q8NHX4	SPATA3
CCDC195	coiled-coil domain containing 195 [Source:HGNC Symbol;Acc:HGNC:53441]	A0A1B0GUA6	CCDC195
SCYGR1	small cysteine and glycine repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:34218]	A0A286YEY9	SCYGR1
SCYGR3	small cysteine and glycine repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:34222]	A0A286YF60	SCYGR3
SCYGR6	small cysteine and glycine repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:34225]	A0A286YF77	SCYGR6
	novel protein, ortholog of Gm2102 (M. musculus)		
NBPF3	NBPF member 3 [Source:HGNC Symbol;Acc:HGNC:25076]	Q9H094	NBPF3
ATAD5	ATPase family AAA domain containing 5 [Source:HGNC Symbol;Acc:HGNC:25752]	Q96QE3	ATAD5
ATAD5	ATPase family AAA domain containing 5 [Source:HGNC Symbol;Acc:HGNC:25752]		ATAD5
TEFM	transcription elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26223]	Q96QE5	TEFM
TEFM	transcription elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26223]		TEFM
NBPF3	NBPF member 3 [Source:HGNC Symbol;Acc:HGNC:25076]		NBPF3
GULP1	GULP PTB domain containing engulfment adaptor 1 [Source:HGNC Symbol;Acc:HGNC:18649]	Q9UBP9	GULP1
GULP1	GULP PTB domain containing engulfment adaptor 1 [Source:HGNC Symbol;Acc:HGNC:18649]		GULP1
NF1	neurofibromin 1 [Source:HGNC Symbol;Acc:HGNC:7765]	P21359	NF1
NF1	neurofibromin 1 [Source:HGNC Symbol;Acc:HGNC:7765]	P21359	DKFZp686J1293
MSH6	mutS homolog 6 [Source:HGNC Symbol;Acc:HGNC:7329]		MSH6
NF1	neurofibromin 1 [Source:HGNC Symbol;Acc:HGNC:7765]		NF1
NF1	neurofibromin 1 [Source:HGNC Symbol;Acc:HGNC:7765]		DKFZp686J1293
MSH6	mutS homolog 6 [Source:HGNC Symbol;Acc:HGNC:7329]	P52701	MSH6
RAP1GAP	RAP1 GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:9858]		RAP1GA1
RAP1GAP	RAP1 GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:9858]		RAP1GAP
NBAS	NBAS subunit of NRZ tethering complex [Source:HGNC Symbol;Acc:HGNC:15625]		NBAS
RAP1GAP	RAP1 GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:9858]	P47736	RAP1GA1
RAP1GAP	RAP1 GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:9858]	P47736	RAP1GAP
USP48	ubiquitin specific peptidase 48 [Source:HGNC Symbol;Acc:HGNC:18533]	Q86UV5	USP48
USP48	ubiquitin specific peptidase 48 [Source:HGNC Symbol;Acc:HGNC:18533]		USP48
NBAS	NBAS subunit of NRZ tethering complex [Source:HGNC Symbol;Acc:HGNC:15625]	A2RRP1	NBAS
CCDC30	coiled-coil domain containing 30 [Source:HGNC Symbol;Acc:HGNC:26103]		CCDC30
CCDC30	coiled-coil domain containing 30 [Source:HGNC Symbol;Acc:HGNC:26103]		DKFZp686K01114
SATB2	SATB homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21637]	Q9UPW6	SATB2
SATB2	SATB homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21637]		SATB2
CCDC30	coiled-coil domain containing 30 [Source:HGNC Symbol;Acc:HGNC:26103]	Q5VVM6	CCDC30
CCDC30	coiled-coil domain containing 30 [Source:HGNC Symbol;Acc:HGNC:26103]	Q5VVM6	DKFZp686K01114
	novel protein, similar to CD24 molecule CD52		
MATN1	matrilin 1 [Source:HGNC Symbol;Acc:HGNC:6907]	P21941	MATN1
SFPQ	splicing factor proline and glutamine rich [Source:HGNC Symbol;Acc:HGNC:10774]		SFPQ
NR4A2	nuclear receptor subfamily 4 group A member 2 [Source:HGNC Symbol;Acc:HGNC:7981]	P43354	NR4A2
NR4A2	nuclear receptor subfamily 4 group A member 2 [Source:HGNC Symbol;Acc:HGNC:7981]		NR4A2
CDKL4	cyclin dependent kinase like 4 [Source:HGNC Symbol;Acc:HGNC:19287]		CDKL4
CDKL4	cyclin dependent kinase like 4 [Source:HGNC Symbol;Acc:HGNC:19287]	Q5MAI5	CDKL4
NEMP2	nuclear envelope integral membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:33700]	A6NFY4	NEMP2
SFPQ	splicing factor proline and glutamine rich [Source:HGNC Symbol;Acc:HGNC:10774]	P23246	SFPQ
NEMP2	nuclear envelope integral membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:33700]		NEMP2
NT5C1A	5'-nucleotidase, cytosolic IA [Source:HGNC Symbol;Acc:HGNC:17819]	Q9BXI3	NT5C1A
PPIE	peptidylprolyl isomerase E [Source:HGNC Symbol;Acc:HGNC:9258]		PPIE
PPIE	peptidylprolyl isomerase E [Source:HGNC Symbol;Acc:HGNC:9258]	Q9UNP9	PPIE
BMP8B	bone morphogenetic protein 8b [Source:HGNC Symbol;Acc:HGNC:1075]	P34820	BMP8B
OXCT2	3-oxoacid CoA-transferase 2 [Source:HGNC Symbol;Acc:HGNC:18606]	Q9BYC2	OXCT2
BIRC6	baculoviral IAP repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:13516]	Q9NR09	BIRC6
BIRC6	baculoviral IAP repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:13516]		BIRC6
TRIT1	tRNA isopentenyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:20286]		TRIT1
TEKT4	tektin 4 [Source:HGNC Symbol;Acc:HGNC:31012]	Q8WW24	TEKT4
TRIT1	tRNA isopentenyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:20286]	Q9H3H1	TRIT1
MYCL	MYCL proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7555]	P12524	MYCL
MYCL	MYCL proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7555]		MYCL
CLASP1	cytoplasmic linker associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17088]		CLASP1
CLASP1	cytoplasmic linker associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17088]	Q7Z460	CLASP1
MFSD2A	major facilitator superfamily domain containing 2A [Source:HGNC Symbol;Acc:HGNC:25897]		MFSD2A
MFSD2A	major facilitator superfamily domain containing 2A [Source:HGNC Symbol;Acc:HGNC:25897]	Q8NA29	MFSD2A
LHX8	LIM homeobox 8 [Source:HGNC Symbol;Acc:HGNC:28838]	Q68G74	LHX8
LHX8	LIM homeobox 8 [Source:HGNC Symbol;Acc:HGNC:28838]		LHX8
DNAI3	dynein axonemal intermediate chain 3 [Source:HGNC Symbol;Acc:HGNC:30711]	Q8IWG1	DNAI3
DNAI3	dynein axonemal intermediate chain 3 [Source:HGNC Symbol;Acc:HGNC:30711]		DNAI3
MCOLN3	mucolipin TRP cation channel 3 [Source:HGNC Symbol;Acc:HGNC:13358]	Q8TDD5	MCOLN3
MCOLN3	mucolipin TRP cation channel 3 [Source:HGNC Symbol;Acc:HGNC:13358]		MCOLN3
SYDE2	synapse defective Rho GTPase homolog 2 [Source:HGNC Symbol;Acc:HGNC:25841]	Q5VT97	SYDE2
SYDE2	synapse defective Rho GTPase homolog 2 [Source:HGNC Symbol;Acc:HGNC:25841]		SYDE2
PLPPR5	phospholipid phosphatase related 5 [Source:HGNC Symbol;Acc:HGNC:31703]	Q32ZL2	PLPPR5
PLPPR5	phospholipid phosphatase related 5 [Source:HGNC Symbol;Acc:HGNC:31703]		PLPPR5
AQP10	aquaporin 10 [Source:HGNC Symbol;Acc:HGNC:16029]	Q96PS8	AQP10
ATP8B2	ATPase phospholipid transporting 8B2 [Source:HGNC Symbol;Acc:HGNC:13534]		ATP8B2
ATP8B2	ATPase phospholipid transporting 8B2 [Source:HGNC Symbol;Acc:HGNC:13534]	P98198	ATP8B2
RUSC1	RUN and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17153]		RUSC1
RUSC1	RUN and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17153]	Q9BVN2	RUSC1
ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:682]	Q92974	ARHGEF2
ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:682]		ARHGEF2
FCRL5	Fc receptor like 5 [Source:HGNC Symbol;Acc:HGNC:18508]	Q96RD9	FCRL5
FCRL4	Fc receptor like 4 [Source:HGNC Symbol;Acc:HGNC:18507]	Q96PJ5	FCRL4
FCRL3	Fc receptor like 3 [Source:HGNC Symbol;Acc:HGNC:18506]	Q96P31	FCRL3
FCRL3	Fc receptor like 3 [Source:HGNC Symbol;Acc:HGNC:18506]		FCRL3
FCRL2	Fc receptor like 2 [Source:HGNC Symbol;Acc:HGNC:14875]	Q96LA5	FCRL2
VANGL2	VANGL planar cell polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:15511]		VANGL2
VANGL2	VANGL planar cell polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:15511]	Q9ULK5	VANGL2
USP21	ubiquitin specific peptidase 21 [Source:HGNC Symbol;Acc:HGNC:12620]		USP21
USP21	ubiquitin specific peptidase 21 [Source:HGNC Symbol;Acc:HGNC:12620]	Q9UK80	USP21
SPATA46	spermatogenesis associated 46 [Source:HGNC Symbol;Acc:HGNC:27648]	Q5T0L3	SPATA46
SPATA46	spermatogenesis associated 46 [Source:HGNC Symbol;Acc:HGNC:27648]		SPATA46
C1orf226	chromosome 1 open reading frame 226 [Source:HGNC Symbol;Acc:HGNC:34351]	A1L170	C1orf226
SH2D1B	SH2 domain containing 1B [Source:HGNC Symbol;Acc:HGNC:30416]	O14796	SH2D1B
UHMK1	U2AF homology motif kinase 1 [Source:HGNC Symbol;Acc:HGNC:19683]	Q8TAS1	UHMK1
DDR2	discoidin domain receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:2731]	Q16832	DDR2
DDR2	discoidin domain receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:2731]		DDR2
RASAL2	RAS protein activator like 2 [Source:HGNC Symbol;Acc:HGNC:9874]	Q9UJF2	RASAL2
RASAL2	RAS protein activator like 2 [Source:HGNC Symbol;Acc:HGNC:9874]		RASAL2
TEX35	testis expressed 35 [Source:HGNC Symbol;Acc:HGNC:25366]	Q5T0J7	TEX35
TEX35	testis expressed 35 [Source:HGNC Symbol;Acc:HGNC:25366]		TEX35
SLC30A10	solute carrier family 30 member 10 [Source:HGNC Symbol;Acc:HGNC:25355]	Q6XR72	SLC30A10
SLC30A10	solute carrier family 30 member 10 [Source:HGNC Symbol;Acc:HGNC:25355]		SLC30A10
ENAH	ENAH actin regulator [Source:HGNC Symbol;Acc:HGNC:18271]		ENAH
ENAH	ENAH actin regulator [Source:HGNC Symbol;Acc:HGNC:18271]	Q8N8S7	ENAH
GFI1	growth factor independent 1 transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:4237]	Q99684	GFI1
GFI1	growth factor independent 1 transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:4237]		GFI1
UQCRHL	ubiquinol-cytochrome c reductase hinge protein like [Source:HGNC Symbol;Acc:HGNC:51714]	A0A096LP55	UQCRHL
UQCRHL	ubiquinol-cytochrome c reductase hinge protein like [Source:HGNC Symbol;Acc:HGNC:51714]		UQCRHL
COX20	cytochrome c oxidase assembly factor COX20 [Source:HGNC Symbol;Acc:HGNC:26970]	Q5RI15	COX20
COX20	cytochrome c oxidase assembly factor COX20 [Source:HGNC Symbol;Acc:HGNC:26970]	Q5RI15	FAM36A
IL12RB2	interleukin 12 receptor subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:5972]	Q99665	IL12RB2
IL12RB2	interleukin 12 receptor subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:5972]		IL12RB2
ALPL	alkaline phosphatase, biomineralization associated [Source:HGNC Symbol;Acc:HGNC:438]	P05186	ALPL
ALPL	alkaline phosphatase, biomineralization associated [Source:HGNC Symbol;Acc:HGNC:438]		ALPL
IL10	interleukin 10 [Source:HGNC Symbol;Acc:HGNC:5962]	P22301	IL10
IL10	interleukin 10 [Source:HGNC Symbol;Acc:HGNC:5962]		IL10
CFH	complement factor H [Source:HGNC Symbol;Acc:HGNC:4883]		CFH
CFH	complement factor H [Source:HGNC Symbol;Acc:HGNC:4883]	P08603	CFH
KIF1B	kinesin family member 1B [Source:HGNC Symbol;Acc:HGNC:16636]	O60333	KIF1B
KIF1B	kinesin family member 1B [Source:HGNC Symbol;Acc:HGNC:16636]		KIF1B
MFSD6	major facilitator superfamily domain containing 6 [Source:HGNC Symbol;Acc:HGNC:24711]		MFSD6
MFSD6	major facilitator superfamily domain containing 6 [Source:HGNC Symbol;Acc:HGNC:24711]	Q6ZSS7	MFSD6
MYCN	MYCN proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7559]	P04198	MYCN
MYCN	MYCN proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7559]		MYCN
FSIP2	fibrous sheath interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:21675]	Q5CZC0	FSIP2
FSIP2	fibrous sheath interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:21675]		FSIP2
ZC3H15	zinc finger CCCH-type containing 15 [Source:HGNC Symbol;Acc:HGNC:29528]		ZC3H15
ZC3H15	zinc finger CCCH-type containing 15 [Source:HGNC Symbol;Acc:HGNC:29528]	Q8WU90	ZC3H15
PPP1CB	protein phosphatase 1 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9282]		PPP1CB
PPP1CB	protein phosphatase 1 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9282]		HEL-S-80p
PPP1CB	protein phosphatase 1 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9282]	P62140	PPP1CB
PPP1CB	protein phosphatase 1 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9282]	P62140	HEL-S-80p
CTPS1	CTP synthase 1 [Source:HGNC Symbol;Acc:HGNC:2519]		CTPS1
CTPS1	CTP synthase 1 [Source:HGNC Symbol;Acc:HGNC:2519]	P17812	CTPS1
AGT	angiotensinogen [Source:HGNC Symbol;Acc:HGNC:333]		AGT
AGT	angiotensinogen [Source:HGNC Symbol;Acc:HGNC:333]	P01019	AGT
GPAT2	glycerol-3-phosphate acyltransferase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:27168]	Q6NUI2	GPAT2
GPAT2	glycerol-3-phosphate acyltransferase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:27168]		GPAT2
EIF3I	eukaryotic translation initiation factor 3 subunit I [Source:HGNC Symbol;Acc:HGNC:3272]	Q13347	EIF3I
EIF3I	eukaryotic translation initiation factor 3 subunit I [Source:HGNC Symbol;Acc:HGNC:3272]	Q13347	EIF3S2
FMNL2	formin like 2 [Source:HGNC Symbol;Acc:HGNC:18267]	Q96PY5	
FMNL2	formin like 2 [Source:HGNC Symbol;Acc:HGNC:18267]		
EIF3I	eukaryotic translation initiation factor 3 subunit I [Source:HGNC Symbol;Acc:HGNC:3272]		EIF3I
EIF3I	eukaryotic translation initiation factor 3 subunit I [Source:HGNC Symbol;Acc:HGNC:3272]		EIF3S2
FTCDNL1	formiminotransferase cyclodeaminase N-terminal like [Source:HGNC Symbol;Acc:HGNC:48661]		FTCDNL1
FTCDNL1	formiminotransferase cyclodeaminase N-terminal like [Source:HGNC Symbol;Acc:HGNC:48661]	E5RQL4	FTCDNL1
NAT8B	N-acetyltransferase 8B (putative, gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:30235]		
CFAP141	cilia and flagella associated protein 141 [Source:HGNC Symbol;Acc:HGNC:32305]	Q5VU69	CFAP141
CPO	carboxypeptidase O [Source:HGNC Symbol;Acc:HGNC:21011]	Q8IVL8	CPO
C1orf43	chromosome 1 open reading frame 43 [Source:HGNC Symbol;Acc:HGNC:29876]		C1orf43
C1orf43	chromosome 1 open reading frame 43 [Source:HGNC Symbol;Acc:HGNC:29876]		NS5ATP4A
KLF7	KLF transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:6350]	O75840	KLF7
KLF7	KLF transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:6350]		KLF7
